requirement_id,phase,issue,origin,state_owner,producer,player_capability,autonomous_trigger,consumers,ui_surfaces,tests,migration,status,notes
HOOK-quality_arms_race_*,9,ISSUE-179,future hook 'quality_arms_race_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,none,src/sim/modules/issues/expandedSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-raise_promised_*,3,ISSUE-173,future hook 'raise_promised_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,src/sim/contracts/scheduledEvents/ queue (typed mechanical record) + src/sim/modules/staff/workforceTypes.ts StaffWorkforceState for what it mutates,src/sim/modules/staff/staffEvents.ts 'raise_promised' — registered mechanical event owned by the staff module,"src/sim/modules/ownerActions/workforceActions.ts — pay_staff_wages, adjust_staff_wage, promote_staff, grant_staff_leave, train_staff, set_staff_shift and negotiate_with_staff each change a contributor the resolver re-reads","the response future-hook bridge (futureHookPrefixes + fromFutureHook), plus src/sim/modules/staff/staffActors.ts and other staff resolvers scheduling it directly",src/sim/modules/staff/employment.ts separateStaff/giveNotice; src/sim/modules/staff/relationships.ts; src/sim/contracts/scheduledEvents/resolve.ts (mutation manifest required for a resolved outcome),STAFF REPORT 'AT RISK OF LEAVING' with contributors and remedies; SCHEDULED EVENTS report; src/reports/pendingConsequenceProjection.ts,tests/sim/phase210.retentionAndQuitting.test.ts; tests/sim/phase210.workforceBeatPersistence.test.ts,n/a,done,"CLOSED — mechanical. A promise scheduled WITH terms is measured against those terms; one routed from a bare hook is measured by whether a rise actually happened since (EmploymentRecord.lastRaiseOnDay). Comparing against the wage on the record is circular — granting the rise is what moves it — which is the PR #248 P1 this row was corrected for. Kept -> owner trust rises; broken -> loyalty -16 and a quit risk, plus the staff_raise_refused memory the contributor list reads."
HOOK-rebrand_locks_in_*,2,ISSUE-172,future hook 'rebrand_locks_in_*' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,none,src/sim/modules/issues/issueSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-regular_favour_owed_*,4,ISSUE-174,future hook 'regular_favour_owed_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,world.regulars[id].ownerStanding; customerGroups[groupId].patronage; the scheduled-event record,src/sim/modules/regulars/regularEvents.ts favourOwedEvent (regulars.favour_owed),keep the standing that earned the favour (chasing their slate spends it),"morning beat, 5 days out, warned 2 days ahead",customers (patronage); regulars memory; history,SCHEDULED EVENTS report; REGULARS REPORT,tests/sim/phase211.regularEvents.test.ts,done,done,"Repaid in the only currency a regular has: they bring their crowd in. Standing below 45 is the no-op branch, so being chased between the promise and the day cancels it."
HOOK-regular_grudge_*,4,ISSUE-174,future hook 'regular_grudge_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,world.regulars[id].stoppedVisiting and .irritation; the scheduled-event record,src/sim/modules/regulars/regularEvents.ts grudgeEvent (regulars.grudge),forgive_tab or answer_regular_request within the window cancels it; a run of good nights no-ops it,"wrap_up beat, 4 days out, warned 3 days ahead",regulars visit assessment; memories; history; pressures (regular_customer_loss),SCHEDULED EVENTS report; REGULARS REPORT,tests/sim/phase211.regularEvents.test.ts,done,done,"The consequence is a recorded stoppedVisiting with a reason and a named return condition, not a meter nudge - which is what makes greet_regular a real answer afterwards."
HOOK-regular_word_credibility_*,4,ISSUE-174,future hook 'regular_word_credibility_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,world.regulars[id].wordOfMouth; customerGroups[groupId].patronage; the scheduled-event record,src/sim/modules/regulars/regularEvents.ts wordCredibilityEvent (regulars.word_credibility),"how they were treated decides the direction: memory score, standing and whether they were left owing","morning beat, 4 days out, warned 2 days ahead",customers (patronage); regulars; history; the seam Phase 8 rumour channels widen,SCHEDULED EVENTS report; REGULARS REPORT,tests/sim/phase211.regularEvents.test.ts,done,done,"Weight scales with visits (1-3), so a regular nobody knows is not worth listening to. Direction is read off their own record rather than declared by the hook."
HOOK-repair_inspection_followup,7,ISSUE-177,future hook 'repair_inspection_followup' promised as declared in src/sim/modules/issues/issueSeedGenerators.ts,src/sim/modules/regulatory — resolved by the regulatory_followup scheduled event,src/sim/modules/regulatory/regulatoryEvents.ts (regulatory_followup),none,"regulatory_followup on its scheduled day, through the shared scheduled-event queue",src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),tests/sim/phase214.loans.test.ts; tests/sim/phase214.tenancy.test.ts; tests/sim/phase214.inspection.test.ts; tests/sim/phase214.externalObligationPersistence.test.ts,required,done,Same owner: the follow-up re-reads the damaged area.
HOOK-reserves_intact_*,5,ISSUE-175,future hook 'reserves_intact_*' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,economy reserveStreak/repairCostFactor/recoveryLagDays plus the held-reserve memory,src/sim/modules/economy/economyEvents.ts reservesIntact,retain at least the 30-coin reserve plus operating arrears until the due day,morning beat; 14 days out; warned 3 days ahead,economy repair/recovery modifiers; history,SCHEDULED EVENTS and ECONOMY reports,tests/sim/phase212.economyEvents.test.ts,n/a,done,MECHANICAL. A genuinely intact promised reserve reduces emergency exposure and recovery lag; spending it before the check produces an explained no-op.
HOOK-rival_dominance_*,9,ISSUE-179,future hook 'rival_dominance_*' promised as declared in src/sim/modules/issues/expandedSeedGenerators.ts,none,src/sim/modules/issues/expandedSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-rival_retaliation_*,9,ISSUE-179,future hook 'rival_retaliation_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,none,src/sim/modules/issues/expandedSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-rival_rumour_exposed_*,9,ISSUE-179,future hook 'rival_rumour_exposed_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,none,src/sim/modules/issues/expandedSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-rival_settlement_pact_*,9,ISSUE-179,future hook 'rival_settlement_pact_*' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,none,src/sim/modules/issues/issueSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-rumour_blame_grudge_*_*,8,ISSUE-178,future hook 'rumour_blame_grudge_*_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,none,src/sim/modules/issues/expandedSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-rumour_bribe_exposed_*_*,8,ISSUE-178,future hook 'rumour_bribe_exposed_*_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,none,src/sim/modules/issues/expandedSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-rumour_denial_backfire_*,8,ISSUE-178,future hook 'rumour_denial_backfire_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,src/sim/state/TavernState.ts SocialRumourState (strength/credibility/audiences/distortion/label/correctedOnDay); the scheduled-event record,src/sim/modules/rumours/rumourEvents.ts RUMOUR_DENIAL_BACKFIRE_EVENT (rumours.denial_backfire),deny_rumour / counter_rumour / name_the_source — answering the story before the event lands is what decides the direction,"wrap_up beat, warned 3 days ahead; scheduleRumourConsequence + reviewEscalations put unanswered talk on the calendar","world.socialRumours (strength, credibility, distortion, label); rumour_pressure; cultures/customerInfluence turnout",SCHEDULED EVENTS report; RUMOURS report section,tests/sim/phase215.rumourNetwork.test.ts,done,done,"OBL-02. Resolves against the live rumour rather than draining: escalation raises strength and credibility on a story nobody answered, the denial backfire reads the rumour's own accuracy (denying a TRUE story costs credit, denying a false one is rewarded), and the counter runaway distorts the counter-story past what the house ever said. Declines with an explained no_op when the rumour has already been settled or has died out."
HOOK-rumour_denial_backfire_*_*,8,ISSUE-178,future hook 'rumour_denial_backfire_*_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,src/sim/state/TavernState.ts SocialRumourState (strength/credibility/audiences/distortion/label/correctedOnDay); the scheduled-event record,src/sim/modules/rumours/rumourEvents.ts RUMOUR_DENIAL_BACKFIRE_EVENT (rumours.denial_backfire),deny_rumour / counter_rumour / name_the_source — answering the story before the event lands is what decides the direction,"wrap_up beat, warned 3 days ahead; scheduleRumourConsequence + reviewEscalations put unanswered talk on the calendar","world.socialRumours (strength, credibility, distortion, label); rumour_pressure; cultures/customerInfluence turnout",SCHEDULED EVENTS report; RUMOURS report section,tests/sim/phase215.rumourNetwork.test.ts,done,done,"OBL-02. Resolves against the live rumour rather than draining: escalation raises strength and credibility on a story nobody answered, the denial backfire reads the rumour's own accuracy (denying a TRUE story costs credit, denying a false one is rewarded), and the counter runaway distorts the counter-story past what the house ever said. Declines with an explained no_op when the rumour has already been settled or has died out."
HOOK-rumour_escalation_*,8,ISSUE-178,future hook 'rumour_escalation_*' promised as declared in src/sim/modules/issues/expandedSeedGenerators.ts,src/sim/state/TavernState.ts SocialRumourState (strength/credibility/audiences/distortion/label/correctedOnDay); the scheduled-event record,src/sim/modules/rumours/rumourEvents.ts RUMOUR_ESCALATION_EVENT (rumours.escalation),deny_rumour / counter_rumour / name_the_source — answering the story before the event lands is what decides the direction,"wrap_up beat, warned 3 days ahead; scheduleRumourConsequence + reviewEscalations put unanswered talk on the calendar","world.socialRumours (strength, credibility, distortion, label); rumour_pressure; cultures/customerInfluence turnout",SCHEDULED EVENTS report; RUMOURS report section,tests/sim/phase215.rumourNetwork.test.ts,done,done,"OBL-02. Resolves against the live rumour rather than draining: escalation raises strength and credibility on a story nobody answered, the denial backfire reads the rumour's own accuracy (denying a TRUE story costs credit, denying a false one is rewarded), and the counter runaway distorts the counter-story past what the house ever said. Declines with an explained no_op when the rumour has already been settled or has died out."
HOOK-rumour_escalation_*_*,8,ISSUE-178,future hook 'rumour_escalation_*_*' promised as declared in src/sim/modules/issues/expandedSeedGenerators.ts,src/sim/state/TavernState.ts SocialRumourState (strength/credibility/audiences/distortion/label/correctedOnDay); the scheduled-event record,src/sim/modules/rumours/rumourEvents.ts RUMOUR_ESCALATION_EVENT (rumours.escalation),deny_rumour / counter_rumour / name_the_source — answering the story before the event lands is what decides the direction,"wrap_up beat, warned 3 days ahead; scheduleRumourConsequence + reviewEscalations put unanswered talk on the calendar","world.socialRumours (strength, credibility, distortion, label); rumour_pressure; cultures/customerInfluence turnout",SCHEDULED EVENTS report; RUMOURS report section,tests/sim/phase215.rumourNetwork.test.ts,done,done,"OBL-02. Resolves against the live rumour rather than draining: escalation raises strength and credibility on a story nobody answered, the denial backfire reads the rumour's own accuracy (denying a TRUE story costs credit, denying a false one is rewarded), and the counter runaway distorts the counter-story past what the house ever said. Declines with an explained no_op when the rumour has already been settled or has died out."
HOOK-security_routine_possible,4,ISSUE-174,future hook 'security_routine_possible' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,areas.main_room.risk; the scheduled-event record,src/sim/modules/service/serviceEvents.ts securityRoutineEvent (service.security_routine),keep somebody on security work until it comes due,"morning beat, 5 days out, warned 2 days ahead",areas; history; reports,SCHEDULED EVENTS report,tests/sim/phase211.serviceEvents.test.ts,done,done,"The only positive one of the six: a routine nobody works is not a routine, so it pays out only if security cover is non-zero on the day."
HOOK-shrine_favour_owed_*,8,ISSUE-178,future hook 'shrine_favour_owed_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,src/sim/modules/factions/types.ts FactionModuleState.stances / .favours / .demands at state.modules.factions,src/sim/modules/issues/expandedSeedGenerators.ts (declares) -> src/sim/modules/factions/factionEvents.ts faction_favour_due (owns and resolves),repay_faction_favour settles it early; grant_faction_demand / refuse_faction_demand answer it once it is called in,"faction_favour_due, wrap_up, 4-day warning window; the sponsorship that created the debt comes from the sponsor_house faction move",factions standing ledger; the demand lifecycle,FACTION REPORT (In force / Waiting on an answer / Favours owed); src/reports/pendingConsequenceProjection.ts,tests/sim/phase215.factionAgency.test.ts; tests/sim/phase215.factionEvents.test.ts; tests/sim/phase215.factionPersistence.test.ts,required,done,"OBL-02 closed for this family. Calling a favour in opens a DEMAND with its own deadline rather than levying a fine, so the consequence is a choice. The adapter declines when the tavern owes nobody."
HOOK-staff_backing_remembered_*,3,ISSUE-173,future hook 'staff_backing_remembered_*' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,src/sim/contracts/scheduledEvents/ queue (typed mechanical record) + src/sim/modules/staff/workforceTypes.ts StaffWorkforceState for what it mutates,src/sim/modules/staff/staffEvents.ts 'staff_loyalty_memory' — registered mechanical event owned by the staff module,"src/sim/modules/ownerActions/workforceActions.ts — pay_staff_wages, adjust_staff_wage, promote_staff, grant_staff_leave, train_staff, set_staff_shift and negotiate_with_staff each change a contributor the resolver re-reads","the response future-hook bridge (futureHookPrefixes + fromFutureHook), plus src/sim/modules/staff/staffActors.ts and other staff resolvers scheduling it directly",src/sim/modules/staff/employment.ts separateStaff/giveNotice; src/sim/modules/staff/relationships.ts; src/sim/contracts/scheduledEvents/resolve.ts (mutation manifest required for a resolved outcome),STAFF REPORT 'AT RISK OF LEAVING' with contributors and remedies; SCHEDULED EVENTS report; src/reports/pendingConsequenceProjection.ts,tests/sim/phase210.retentionAndQuitting.test.ts; tests/sim/phase210.workforceBeatPersistence.test.ts,n/a,done,"CLOSED — mechanical. One of four 'they remember how you treated them' families claimed by staff_loyalty_memory, which moves the OWNER RELATIONSHIP EDGE — the record that gates raise requests, negotiation, and willingness to cover."
HOOK-staff_betrayal_remembered_*,3,ISSUE-173,future hook 'staff_betrayal_remembered_*' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,src/sim/contracts/scheduledEvents/ queue (typed mechanical record) + src/sim/modules/staff/workforceTypes.ts StaffWorkforceState for what it mutates,src/sim/modules/staff/staffEvents.ts 'staff_loyalty_memory' — registered mechanical event owned by the staff module,"src/sim/modules/ownerActions/workforceActions.ts — pay_staff_wages, adjust_staff_wage, promote_staff, grant_staff_leave, train_staff, set_staff_shift and negotiate_with_staff each change a contributor the resolver re-reads","the response future-hook bridge (futureHookPrefixes + fromFutureHook), plus src/sim/modules/staff/staffActors.ts and other staff resolvers scheduling it directly",src/sim/modules/staff/employment.ts separateStaff/giveNotice; src/sim/modules/staff/relationships.ts; src/sim/contracts/scheduledEvents/resolve.ts (mutation manifest required for a resolved outcome),STAFF REPORT 'AT RISK OF LEAVING' with contributors and remedies; SCHEDULED EVENTS report; src/reports/pendingConsequenceProjection.ts,tests/sim/phase210.retentionAndQuitting.test.ts; tests/sim/phase210.workforceBeatPersistence.test.ts,n/a,done,"CLOSED — mechanical. The negative case: owner affinity and trust fall, loyalty falls, and a quit risk is scheduled."
HOOK-staff_bonus_expected_*,3,ISSUE-173,future hook 'staff_bonus_expected_*' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,src/sim/contracts/scheduledEvents/ queue (typed mechanical record) + src/sim/modules/staff/workforceTypes.ts StaffWorkforceState for what it mutates,src/sim/modules/staff/staffEvents.ts 'staff_bonus_expected' — registered mechanical event owned by the staff module,"src/sim/modules/ownerActions/workforceActions.ts — pay_staff_wages, adjust_staff_wage, promote_staff, grant_staff_leave, train_staff, set_staff_shift and negotiate_with_staff each change a contributor the resolver re-reads","the response future-hook bridge (futureHookPrefixes + fromFutureHook), plus src/sim/modules/staff/staffActors.ts and other staff resolvers scheduling it directly",src/sim/modules/staff/employment.ts separateStaff/giveNotice; src/sim/modules/staff/relationships.ts; src/sim/contracts/scheduledEvents/resolve.ts (mutation manifest required for a resolved outcome),STAFF REPORT 'AT RISK OF LEAVING' with contributors and remedies; SCHEDULED EVENTS report; src/reports/pendingConsequenceProjection.ts,tests/sim/phase210.retentionAndQuitting.test.ts; tests/sim/phase210.workforceBeatPersistence.test.ts,n/a,done,"CLOSED — mechanical. Reads whether extra coin actually reached them since the promise (a promotion, a per-staff bonus memory, or the shared staff_bonus_paid_recently memory that the pay_staff_bonus owner action writes — that last one added in the PR #248 round, without which the player could pay the bonus and still take the penalty) and whether anything is still owed."
HOOK-staff_emotional_debt_*,3,ISSUE-173,future hook 'staff_emotional_debt_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,src/sim/contracts/scheduledEvents/ queue (typed mechanical record) + src/sim/modules/staff/workforceTypes.ts StaffWorkforceState for what it mutates,src/sim/modules/staff/staffEvents.ts 'staff_loyalty_memory' — registered mechanical event owned by the staff module,"src/sim/modules/ownerActions/workforceActions.ts — pay_staff_wages, adjust_staff_wage, promote_staff, grant_staff_leave, train_staff, set_staff_shift and negotiate_with_staff each change a contributor the resolver re-reads","the response future-hook bridge (futureHookPrefixes + fromFutureHook), plus src/sim/modules/staff/staffActors.ts and other staff resolvers scheduling it directly",src/sim/modules/staff/employment.ts separateStaff/giveNotice; src/sim/modules/staff/relationships.ts; src/sim/contracts/scheduledEvents/resolve.ts (mutation manifest required for a resolved outcome),STAFF REPORT 'AT RISK OF LEAVING' with contributors and remedies; SCHEDULED EVENTS report; src/reports/pendingConsequenceProjection.ts,tests/sim/phase210.retentionAndQuitting.test.ts; tests/sim/phase210.workforceBeatPersistence.test.ts,n/a,done,CLOSED — mechanical. The mildest of the four: a private word remembered as a small standing credit.
HOOK-staff_publicly_backed_*,3,ISSUE-173,future hook 'staff_publicly_backed_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,src/sim/contracts/scheduledEvents/ queue (typed mechanical record) + src/sim/modules/staff/workforceTypes.ts StaffWorkforceState for what it mutates,src/sim/modules/staff/staffEvents.ts 'staff_loyalty_memory' — registered mechanical event owned by the staff module,"src/sim/modules/ownerActions/workforceActions.ts — pay_staff_wages, adjust_staff_wage, promote_staff, grant_staff_leave, train_staff, set_staff_shift and negotiate_with_staff each change a contributor the resolver re-reads","the response future-hook bridge (futureHookPrefixes + fromFutureHook), plus src/sim/modules/staff/staffActors.ts and other staff resolvers scheduling it directly",src/sim/modules/staff/employment.ts separateStaff/giveNotice; src/sim/modules/staff/relationships.ts; src/sim/contracts/scheduledEvents/resolve.ts (mutation manifest required for a resolved outcome),STAFF REPORT 'AT RISK OF LEAVING' with contributors and remedies; SCHEDULED EVENTS report; src/reports/pendingConsequenceProjection.ts,tests/sim/phase210.retentionAndQuitting.test.ts; tests/sim/phase210.workforceBeatPersistence.test.ts,n/a,done,CLOSED — mechanical. As staff_backing_remembered_*. The adapter tries the longest prefix first so the two are never confused.
HOOK-staff_quit_risk_*,3,ISSUE-173,future hook 'staff_quit_risk_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts; src/sim/modules/issues/issueSeedGenerators.ts,src/sim/contracts/scheduledEvents/ queue (typed mechanical record) + src/sim/modules/staff/workforceTypes.ts StaffWorkforceState for what it mutates,src/sim/modules/staff/staffEvents.ts 'staff_quit_risk' — registered mechanical event owned by the staff module,"src/sim/modules/ownerActions/workforceActions.ts — pay_staff_wages, adjust_staff_wage, promote_staff, grant_staff_leave, train_staff, set_staff_shift and negotiate_with_staff each change a contributor the resolver re-reads","the response future-hook bridge (futureHookPrefixes + fromFutureHook), plus src/sim/modules/staff/staffActors.ts and other staff resolvers scheduling it directly",src/sim/modules/staff/employment.ts separateStaff/giveNotice; src/sim/modules/staff/relationships.ts; src/sim/contracts/scheduledEvents/resolve.ts (mutation manifest required for a resolved outcome),STAFF REPORT 'AT RISK OF LEAVING' with contributors and remedies; SCHEDULED EVENTS report; src/reports/pendingConsequenceProjection.ts,tests/sim/phase210.retentionAndQuitting.test.ts; tests/sim/phase210.workforceBeatPersistence.test.ts,n/a,done,"CLOSED — mechanical. The headline OBL-02 close. warningWindowDays 3 -> the player is named in the STAFF REPORT days ahead with every contributor itemised and the action that fixes each; the resolver re-reads live state and returns cancelled (talked round), no_op (contributors addressed), rescheduled (partly addressed, +5 days), notice given, or an immediate walk-out at the top weight; separateStaff performs the removal and the cleanup; exactOnceKey plus a live-event guard in scheduleQuitRisk mean two profiles worrying about the same cook cannot cost two cooks."
HOOK-standing_order_due_*,6,ISSUE-176,future hook 'standing_order_due_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,none,src/sim/modules/issues/expandedSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-supplier_goodwill_return_*,6,ISSUE-176,future hook 'supplier_goodwill_return_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,"src/sim/modules/suppliers/types.ts SupplierAccountState (credit line, terms adjustment, supply refusal, trading record)",src/sim/modules/suppliers/supplierEvents.ts goodwillEvent,pay_supplier_invoice / negotiate_supplier_terms / place_supplier_order — the terms the resolver writes are the terms the next quote charges,"src/sim/modules/suppliers/supplierEvents.ts, resolved by the shared scheduler on its dated beat","src/sim/modules/suppliers/quote.ts (unit price, capacity, payment terms, credit limit)",SupplierDetailSheet terms block and per-good quote; SUPPLIER REPORT supplier line,tests/sim/phase213.supplierEvents.test.ts,n/a,done,"MECHANICAL as of Phase 6. A bill paid on time comes back as a real concession — a price cut, and an opened credit line when the trading record now supports one. Arrears accrued since are an explained no-op: the goodwill did not survive them."
HOOK-supplier_investigation_concluded_*,6,ISSUE-176,future hook 'supplier_investigation_concluded_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,"src/sim/modules/suppliers/types.ts SupplierAccountState (credit line, terms adjustment, supply refusal, trading record)",src/sim/modules/suppliers/supplierEvents.ts investigationEvent,pay_supplier_invoice / negotiate_supplier_terms / place_supplier_order — the terms the resolver writes are the terms the next quote charges,"src/sim/modules/suppliers/supplierEvents.ts, resolved by the shared scheduler on its dated beat","src/sim/modules/suppliers/quote.ts (unit price, capacity, payment terms, credit limit)",SupplierDetailSheet terms block and per-good quote; SUPPLIER REPORT supplier line,tests/sim/phase213.supplierEvents.test.ts,n/a,done,MECHANICAL as of Phase 6. The evidence is the delivery record: missed and shorted deliveries plus disputes the supplier lost. At fault cuts reliability and the credit line; cleared improves reliability and terms by way of apology.
HOOK-supplier_renegotiation_*,6,ISSUE-176,future hook 'supplier_renegotiation_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,"src/sim/modules/suppliers/types.ts SupplierAccountState (credit line, terms adjustment, supply refusal, trading record)",src/sim/modules/suppliers/supplierEvents.ts renegotiationEvent,pay_supplier_invoice / negotiate_supplier_terms / place_supplier_order — the terms the resolver writes are the terms the next quote charges,"src/sim/modules/suppliers/supplierEvents.ts, resolved by the shared scheduler on its dated beat","src/sim/modules/suppliers/quote.ts (unit price, capacity, payment terms, credit limit)",SupplierDetailSheet terms block and per-good quote; SUPPLIER REPORT supplier line,tests/sim/phase213.supplierEvents.test.ts,n/a,done,"MECHANICAL as of Phase 6. Terms agreed in principle become terms in force: a dated price adjustment priced off the relationship at the moment it comes due, plus net terms. Shelved as an explained no-op while an invoice is past due."
HOOK-supplier_retaliation_*,6,ISSUE-176,future hook 'supplier_retaliation_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,"src/sim/modules/suppliers/types.ts SupplierAccountState (credit line, terms adjustment, supply refusal, trading record)",src/sim/modules/suppliers/supplierEvents.ts retaliationEvent,pay_supplier_invoice / negotiate_supplier_terms / place_supplier_order — the terms the resolver writes are the terms the next quote charges,"src/sim/modules/suppliers/supplierEvents.ts, resolved by the shared scheduler on its dated beat","src/sim/modules/suppliers/quote.ts (unit price, capacity, payment terms, credit limit)",SupplierDetailSheet terms block and per-good quote; SUPPLIER REPORT supplier line,tests/sim/phase213.supplierEvents.test.ts,n/a,done,"MECHANICAL as of Phase 6. Owned by `suppliers`, beat morning, warning window 2d, prefix-claimed. Re-reads the relationship on the due day: a player who repaired it gets a recorded cancellation. Otherwise the supplier stops taking orders for 5 days (refusingReason 'retaliation', so the daily credit review cannot clear a grudge it did not cause), marks the tavern up x1.2 and suspends any line."
HOOK-supplier_retaliation_possible,6,ISSUE-176,future hook 'supplier_retaliation_possible' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,"src/sim/modules/suppliers/types.ts SupplierAccountState (credit line, terms adjustment, supply refusal, trading record)",src/sim/modules/suppliers/supplierEvents.ts retaliationEvent,pay_supplier_invoice / negotiate_supplier_terms / place_supplier_order — the terms the resolver writes are the terms the next quote charges,"src/sim/modules/suppliers/supplierEvents.ts, resolved by the shared scheduler on its dated beat","src/sim/modules/suppliers/quote.ts (unit price, capacity, payment terms, credit limit)",SupplierDetailSheet terms block and per-good quote; SUPPLIER REPORT supplier line,tests/sim/phase213.supplierEvents.test.ts,n/a,done,"MECHANICAL as of Phase 6, same owner and resolver as the parameterised family. The unparameterised name carries no supplier, so the adapter reads the producer's actor metadata and declines when no supplier actor is attached rather than guessing one."
